R_fighter,B_fighter,R_record,B_record,Rematch,R_SIG_STR.,B_SIG_STR.,R_CTRL,B_CTRL,win_by,last_round,last_round_time,date,Fight_type,Winner,Excitement
Joaquin Buckley,Abdul Razak Alhassan,14_4_0,11_5_0,False,51_153,46_94,125,214,Decision - Split,3,300,19-Feb-22,Men's Bout,Joaquin Buckley,14.857
Jessica-Rose Clark,Stephanie Egger,11_6_0,6_2_0,False,2_4,5_10,121,81,Submission,1,224,19-Feb-22,Women's Bout,Stephanie Egger,11.474
Diana Belbita,Gloria de Paula,14_7_0,5_4_0,False,87_252,88_175,44,324,Decision - Unanimous,3,300,19-Feb-22,Women's Bout,Gloria de Paula,14.663
Jim Miller,Nikolas Motta,33_16_0,12_3_0,False,48_92,21_57,34,0,KO/TKO,2,118,19-Feb-22,Men's Bout,Jim Miller,21.96
Mario Bautista,Jay Perrin,8_2_0,10_4_0,False,72_125,42_107,390,105,Decision - Unanimous,3,300,19-Feb-22,Men's Bout,Mario Bautista,17.572
Jonathan Pearce,Christian Rodriguez,11_4_0,8_0_0,False,18_44,26_60,677,65,Decision - Unanimous,3,300,19-Feb-22,Men's Bout,Jonathan Pearce,16.379
Chas Skelly,Mark Striegl,18_3_0,18_3_0,False,14_30,8_17,223,82,KO/TKO,2,121,19-Feb-22,Men's Bout,Chas Skelly,16.608
Johnny Walker,Jamahal Hill,18_6_0,9_1_0,False,12_25,6_19,22,3,KO/TKO,1,175,19-Feb-22,Men's Bout,Jamahal Hill,24.71
Chad Anheliger,Jesse Strader,11_6_-1,5_2_0,False,67_130,64_126,80,200,KO/TKO,3,213,19-Feb-22,Men's Bout,Chad Anheliger,19.091
Andrei Arlovski,Jared Vanderaa,32_20_0,12_6_0,False,64_133,70_156,0,164,Decision - Split,3,300,12-Feb-22,Men's Bout,Andrei Arlovski,19.639
Alexander Hernandez,Renato Moicano,13_5_0,15_4_1,False,37_79,33_60,5,103,Submission,2,83,12-Feb-22,Men's Bout,Renato Moicano,18.735
Derrick Lewis,Tai Tuivasa,26_9_0,14_4_0,False,27_43,24_36,108,126,KO/TKO,2,100,12-Feb-22,Men's Bout,Tai Tuivasa,17.271
Bobby Green,Nasrat Haqparast,29_12_1,14_4_0,False,188_355,76_193,0,0,Decision - Unanimous,3,300,12-Feb-22,Men's Bout,Bobby Green,22.45
Israel Adesanya,Robert Whittaker,21_2_0,24_5_0,True,79_169,59_136,0,220,Decision - Unanimous,5,300,12-Feb-22,Men's Title Bout,Israel Adesanya,53.244
Jared Cannonier,Derek Brunson,14_5_0,23_7_0,False,55_89,43_97,5,158,KO/TKO,2,269,12-Feb-22,Men's Bout,Jared Cannonier,19.963
Kyler Phillips,Marcelo Rojo,9_2_0,16_8_0,False,80_164,55_153,153,30,Submission,3,108,12-Feb-22,Men's Bout,Kyler Phillips,20.601
Jeremiah Wells,Blood Diamond,9_2_1,3_1_0,False,15_19,1_3,265,3,Submission,1,278,12-Feb-22,Men's Bout,Jeremiah Wells,16.292
Mana Martinez,Ronnie Lawrence,9_2_0,7_1_0,False,39_78,46_82,8,489,Decision - Unanimous,3,300,12-Feb-22,Men's Bout,Ronnie Lawrence,23.542
AJ Dobson,Jacob Malkoun,6_0_0,5_2_0,False,52_90,80_128,27,557,Decision - Unanimous,3,300,12-Feb-22,Men's Bout,Jacob Malkoun,23.468
Roxanne Modafferi,Casey O'Neill,25_20_0,8_0_0,False,120_358,229_393,66,2,Decision - Split,3,300,12-Feb-22,Women's Bout,Casey O'Neill,26.817
Douglas Silva de Andrade,Sergey Morozov,27_4_0,17_4_0,False,37_64,32_65,55,150,Submission,2,204,12-Feb-22,Men's Bout,Douglas Silva de Andrade,20.218
Carlos Ulberg,Fabio Cherant,6_1_0,7_3_0,False,66_112,13_41,75,22,Decision - Unanimous,3,300,12-Feb-22,Men's Bout,Carlos Ulberg,26.012
William Knight,Maxim Grishin,11_2_0,31_9_2,False,21_68,69_89,157,147,Decision - Unanimous,3,300,12-Feb-22,Men's Bout,Maxim Grishin,19.265
Sam Alvey,Brendan Allen,33_16_1,17_5_0,False,24_57,36_54,7,44,Submission,2,130,5-Feb-22,Men's Bout,Brendan Allen,20.775
Jack Hermansson,Sean Strickland,22_6_0,25_3_0,False,137_353,153_330,31,0,Decision - Split,5,300,5-Feb-22,Men's Bout,Sean Strickland,23.982
Hakeem Dawodu,Michael Trizano,12_2_1,10_1_0,False,141_214,70_133,226,33,Decision - Unanimous,3,300,5-Feb-22,Men's Bout,Hakeem Dawodu,29.92
Punahele Soriano,Nick Maximov,8_1_0,7_0_0,False,45_63,29_45,97,525,Decision - Split,3,300,5-Feb-22,Men's Bout,Nick Maximov,29.365
Shavkat Rakhmonov,Carlston Harris,14_0_0,17_4_0,False,13_28,10_27,52,44,KO/TKO,1,250,5-Feb-22,Men's Bout,Shavkat Rakhmonov,23.182
Tresean Gore,Bryan Battle,4_0_0,8_1_0,False,57_95,112_193,76,200,Decision - Unanimous,3,300,5-Feb-22,Men's Bout,Bryan Battle,33.201
Chidi Njokuani,Marc-Andre Barriault,20_8_0,13_4_0,False,11_11,2_2,4,0,KO/TKO,1,16,5-Feb-22,Men's Bout,Chidi Njokuani,25.803
Julian Erosa,Steven Peterson,26_10_0,19_9_0,False,155_291,148_247,112,44,Decision - Split,3,300,5-Feb-22,Men's Bout,Julian Erosa,21.551
Miles Johns,John Castaneda,13_1_0,19_5_0,False,34_85,58_147,0,105,Submission,3,98,5-Feb-22,Men's Bout,John Castaneda,24.536
Jailton Almeida,Danilo Marques,15_2_0,11_3_0,False,30_51,0_0,168,0,KO/TKO,1,177,5-Feb-22,Men's Bout,Jailton Almeida,11.566
Jason Witt,Phil Rowe,19_7_0,8_3_0,False,8_22,8_17,311,1,KO/TKO,2,135,5-Feb-22,Men's Bout,Phil Rowe,10.337
Alexis Davis,Julija Stoliarenko,20_11_0,9_6_2,False,85_120,56_113,549,0,Decision - Unanimous,3,300,5-Feb-22,Women's Bout,Alexis Davis,16.799
Malcolm Gordon,Denys Bondar,13_5_0,16_3_0,False,3_11,4_5,15,37,KO/TKO,1,82,5-Feb-22,Men's Bout,Malcolm Gordon,13.133
Michel Pereira,Andre Fialho,27_11_0,14_4_0,False,107_202,45_135,44,45,Decision - Unanimous,3,300,22-Jan-22,Men's Bout,Michel Pereira,20.459
Michael Morales,Trevin Giles,12_0_0,14_3_0,False,26_42,8_15,65,72,KO/TKO,1,246,22-Jan-22,Men's Bout,Michael Morales,25.566
Cody Stamann,Said Nurmagomedov,19_4_1,15_2_0,False,1_4,7_13,10,2,Submission,1,47,22-Jan-22,Men's Bout,Said Nurmagomedov,20.146
Brandon Moreno,Deiveson Figueiredo,19_5_2,20_2_1,True,105_259,86_169,46,138,Decision - Unanimous,5,300,22-Jan-22,Men's Title Bout,Deiveson Figueiredo,52.603
Tony Gravely,Saimon Oliveira,21_7_0,18_3_0,False,46_99,35_71,688,15,Decision - Unanimous,3,300,22-Jan-22,Men's Bout,Tony Gravely,13.554
Francis Ngannou,Ciryl Gane,16_3_0,11_0_0,False,43_104,63_91,509,171,Decision - Unanimous,5,300,22-Jan-22,Men's Title Bout,Francis Ngannou,25.07
Jack Della Maddalena,Pete Rodriguez,11_2_0,4_0_0,False,43_81,25_69,1,0,KO/TKO,1,179,22-Jan-22,Men's Bout,Jack Della Maddalena,32.563
Raoni Barcelos,Victor Henry,16_2_0,21_5_0,False,134_277,181_352,15,97,Decision - Unanimous,3,300,22-Jan-22,Men's Bout,Victor Henry,25.288
Kay Hansen,Jasmine Jasudavicius,7_4_0,6_2_0,False,44_101,50_110,83,364,Decision - Unanimous,3,300,22-Jan-22,Women's Bout,Jasmine Jasudavicius,15.924
Silvana Gomez Juarez,Vanessa Demopoulos,10_3_0,7_4_0,False,10_18,4_12,71,0,Submission,1,145,22-Jan-22,Women's Bout,Vanessa Demopoulos,15.585
Matt Frevola,Genaro Valdez,8_4_1,10_0_0,False,60_101,10_38,67,8,KO/TKO,1,195,22-Jan-22,Men's Bout,Matt Frevola,23.625
Jake Collier,Chase Sherman,12_7_0,15_8_0,False,20_49,10_17,67,0,Submission,1,146,15-Jan-22,Men's Bout,Jake Collier,15.42
Katlyn Chookagian,Jennifer Maia,16_4_0,19_8_1,True,72_177,52_171,214,41,Decision - Unanimous,3,300,15-Jan-22,Women's Bout,Katlyn Chookagian,44.43
Brandon Royval,Rogerio Bontorin,12_6_0,16_3_0,False,40_132,28_58,103,461,Decision - Split,3,300,15-Jan-22,Men's Bout,Brandon Royval,12.788
Dakota Bush,Viacheslav Borshchev,8_3_0,5_1_1,False,11_30,16_27,90,28,KO/TKO,1,227,15-Jan-22,Men's Bout,Viacheslav Borshchev,16.942
Jamie Pickett,Joseph Holmes,12_6_0,7_1_0,False,50_122,51_93,182,195,Decision - Unanimous,3,300,15-Jan-22,Men's Bout,Jamie Pickett,21.178
Bill Algeo,Joanderson Brito,15_6_0,12_2_1,False,59_118,40_104,302,294,Decision - Unanimous,3,300,15-Jan-22,Men's Bout,Bill Algeo,15.433
Calvin Kattar,Giga Chikadze,22_5_0,15_2_0,False,144_402,128_347,222,9,Decision - Unanimous,5,300,15-Jan-22,Men's Bout,Calvin Kattar,21.675
Court McGee,Ramiz Brahimaj,21_10_0,9_3_0,False,54_91,32_62,657,30,Decision - Unanimous,3,300,15-Jan-22,Men's Bout,Court McGee,13.468
TJ Brown,Charles Rosa,15_9_0,14_6_0,False,58_99,46_107,459,162,Decision - Unanimous,3,300,15-Jan-22,Men's Bout,TJ Brown,13.678
Brian Kelleher,Kevin Croom,23_12_0,21_13_0,False,38_77,60_174,386,47,Decision - Unanimous,3,300,15-Jan-22,Men's Bout,Brian Kelleher,14.617
Amanda Lemos,Angela Hill,10_1_1,14_10_0,False,50_114,48_106,131,264,Decision - Split,3,300,18-Dec-21,Women's Bout,Amanda Lemos,20.115
Justin Tafa,Harry Hunsucker,5_3_0,7_4_0,False,5_10,5_9,62,0,KO/TKO,1,113,18-Dec-21,Men's Bout,Justin Tafa,15.457
Stephen Thompson,Belal Muhammad,16_5_1,19_3_0,False,19_32,58_95,52,717,Decision - Unanimous,3,300,18-Dec-21,Men's Bout,Belal Muhammad,15.301
Dustin Stoltzfus,Gerald Meerschaert,13_3_0,33_14_0,False,12_32,11_22,447,194,Submission,3,178,18-Dec-21,Men's Bout,Gerald Meerschaert,10.484
Raphael Assuncao,Ricky Simon,27_8_0,18_3_0,False,7_25,18_30,0,242,KO/TKO,2,134,18-Dec-21,Men's Bout,Ricky Simon,14.366
Cub Swanson,Darren Elkins,27_12_0,27_9_0,False,18_30,2_19,9,0,KO/TKO,1,132,18-Dec-21,Men's Bout,Cub Swanson,19.86
Derrick Lewis,Chris Daukaus,25_9_0,12_3_0,False,14_28,10_19,0,0,KO/TKO,1,216,18-Dec-21,Men's Bout,Derrick Lewis,24.133
Sijara Eubanks,Melissa Gatto,8_6_0,7_0_2,False,14_45,17_34,365,181,KO/TKO,3,45,18-Dec-21,Women's Bout,Melissa Gatto,11.838
Diego Ferreira,Mateusz Gamrot,17_4_0,20_1_0,False,36_101,25_58,0,65,KO/TKO,2,206,18-Dec-21,Men's Bout,Mateusz Gamrot,25.036
Don'Tale Mayes,Josh Parisian,8_5_0,14_4_0,False,25_41,10_16,692,21,KO/TKO,3,206,18-Dec-21,Men's Bout,Don'Tale Mayes,12.598
Jordan Leavitt,Matt Sayles,8_1_0,8_3_0,False,9_20,13_34,168,74,Submission,2,125,18-Dec-21,Men's Bout,Jordan Leavitt,18.627
Charles Jourdain,Andre Ewell,12_4_1,17_8_0,False,137_228,56_171,147,35,Decision - Unanimous,3,300,18-Dec-21,Men's Bout,Charles Jourdain,19.799
Raquel Pennington,Macy Chiasson,12_9_0,8_1_0,False,45_79,26_86,69,78,Submission,2,187,18-Dec-21,Women's Bout,Raquel Pennington,23.316
Raulian Paiva,Sean O'Malley,21_3_0,14_1_0,False,11_47,39_62,0,2,KO/TKO,1,282,11-Dec-21,Men's Bout,Sean O'Malley,28.296
Josh Emmett,Dan Ige,16_2_0,15_5_0,False,60_165,70_168,47,21,Decision - Unanimous,3,300,11-Dec-21,Men's Bout,Josh Emmett,23.399
Charles Oliveira,Dustin Poirier,31_8_0,28_6_0,False,73_131,58_94,341,35,Submission,3,62,11-Dec-21,Men's Title Bout,Charles Oliveira,16.359
Pedro Munhoz,Dominick Cruz,19_6_0,23_3_0,False,74_170,103_274,10,6,Decision - Unanimous,3,300,11-Dec-21,Men's Bout,Dominick Cruz,23.803
Kai Kara-France,Cody Garbrandt,22_9_0,12_4_0,False,23_41,9_17,6,6,KO/TKO,1,201,11-Dec-21,Men's Bout,Kai Kara-France,23.177
Jordan Wright,Bruno Silva,12_1_0,20_7_0,False,20_26,19_29,23,10,KO/TKO,1,88,11-Dec-21,Men's Bout,Bruno Silva,27.806
Geoff Neal,Santiago Ponzinibbio,13_4_0,29_4_0,False,85_161,91_229,3,23,Decision - Split,3,300,11-Dec-21,Men's Bout,Geoff Neal,24.112
Andre Muniz,Eryk Anders,21_4_0,14_5_0,False,8_16,3_13,138,0,Submission,1,193,11-Dec-21,Men's Bout,Andre Muniz,11.317
Amanda Nunes,Julianna Pena,21_4_0,11_4_0,False,46_99,79_135,215,25,Submission,2,206,11-Dec-21,Women's Title Bout,Julianna Pena,17.081
Miranda Maverick,Erin Blanchfield,11_3_0,8_1_0,False,21_65,46_69,6,720,Decision - Unanimous,3,300,11-Dec-21,Women's Bout,Erin Blanchfield,15.573
Randy Costa,Tony Kelley,6_2_0,7_2_0,False,31_65,82_169,149,206,KO/TKO,2,255,11-Dec-21,Men's Bout,Tony Kelley,16.705
Gillian Robertson,Priscila Cachoeira,9_6_0,10_3_0,False,32_43,20_36,169,6,Submission,1,299,11-Dec-21,Women's Bout,Gillian Robertson,18.352
Augusto Sakai,Tai Tuivasa,15_3_1,13_4_0,False,21_29,34_52,33,118,KO/TKO,2,26,11-Dec-21,Men's Bout,Tai Tuivasa,21.49
Ryan Hall,Darrick Minner,8_2_0,26_12_0,False,40_49,26_45,337,298,Decision - Unanimous,3,300,11-Dec-21,Men's Bout,Ryan Hall,19.422
Brendan Allen,Chris Curtis,17_4_0,27_8_0,False,43_71,61_90,18,43,KO/TKO,2,118,4-Dec-21,Men's Bout,Chris Curtis,23.504
Manel Kape,Zhalgas Zhumagulov,17_6_0,14_5_0,False,53_72,31_79,3,0,KO/TKO,1,242,4-Dec-21,Men's Bout,Manel Kape,24.542
Alex Morono,Mickey Gall,20_8_0,7_3_0,False,90_230,65_144,83,8,Decision - Unanimous,3,300,4-Dec-21,Men's Bout,Alex Morono,19.432
Rob Font,Jose Aldo,19_4_0,30_7_0,False,149_305,86_161,128,546,Decision - Unanimous,5,300,4-Dec-21,Men's Bout,Jose Aldo,17.179
Brad Riddell,Rafael Fiziev,10_1_0,10_2_0,False,59_115,66_123,14,9,KO/TKO,3,140,4-Dec-21,Men's Bout,Rafael Fiziev,31.84
Bryan Barberena,Darian Weeks,15_8_0,5_0_0,False,108_217,118_209,21,198,Decision - Unanimous,3,300,4-Dec-21,Men's Bout,Bryan Barberena,26.977
Maki Pitolo,Dusko Todorovic,13_8_0,10_2_0,False,13_29,30_53,0,166,KO/TKO,1,274,4-Dec-21,Men's Bout,Dusko Todorovic,16.935
Jimmy Crute,Jamahal Hill,12_2_0,8_1_0,False,6_12,4_10,0,1,KO/TKO,1,48,4-Dec-21,Men's Bout,Jamahal Hill,30.923
Clay Guida,Leonardo Santos,36_18_0,18_5_1,False,18_50,41_60,129,61,Submission,2,81,4-Dec-21,Men's Bout,Clay Guida,14.353
Alonzo Menifield,William Knight,11_2_0,10_2_0,False,44_77,55_111,385,43,Decision - Unanimous,3,300,4-Dec-21,Men's Bout,William Knight,23.522
Cheyanne Vlismas,Mallory Martin,6_2_0,7_4_0,False,134_271,80_210,0,166,Decision - Unanimous,3,300,4-Dec-21,Women's Bout,Cheyanne Vlismas,20.633
Louis Smolka,Vince Morales,17_7_0,10_5_0,False,23_32,27_49,0,0,KO/TKO,1,122,4-Dec-21,Men's Bout,Vince Morales,26.061
Claudio Puelles,Chris Gruetzemacher,11_2_0,15_4_0,False,43_68,38_55,380,169,Submission,3,205,4-Dec-21,Men's Bout,Claudio Puelles,19.348
Joanne Wood,Taila Santos,15_6_0,18_2_0,False,27_68,30_60,0,77,Submission,1,289,20-Nov-21,Women's Bout,Taila Santos,22.046
Rani Yahya,Kyung Ho Kang,27_10_1,17_9_0,False,27_48,43_82,636,65,Decision - Unanimous,3,300,20-Nov-21,Men's Bout,Rani Yahya,12.889
Pat Sabatini,Tucker Lutz,15_4_0,12_1_0,False,16_24,17_35,655,76,Decision - Unanimous,3,300,20-Nov-21,Men's Bout,Pat Sabatini,19.437
Ketlen Vieira,Miesha Tate,11_2_0,19_7_0,False,113_263,122_276,2,172,Decision - Unanimous,5,300,20-Nov-21,Women's Bout,Ketlen Vieira,23.076
Michael Chiesa,Sean Brady,18_5_0,14_0_0,False,29_57,18_42,53,465,Decision - Unanimous,3,300,20-Nov-21,Men's Bout,Sean Brady,21.397
Loma Lookboonmee,Loopy Godinez,6_2_0,8_2_0,False,15_39,23_45,173,452,Decision - Unanimous,3,300,20-Nov-21,Women's Bout,Loopy Godinez,15.068
Rafa Garcia,Natan Levy,12_2_0,6_0_0,False,35_91,47_127,337,48,Decision - Unanimous,3,300,20-Nov-21,Men's Bout,Rafa Garcia,24.737
Davey Grant,Adrian Yanez,13_5_0,14_4_0,False,98_273,100_255,10,0,Decision - Split,3,300,20-Nov-21,Men's Bout,Adrian Yanez,19.775
Cody Durden,Aoriqileng,11_3_1,25_8_0,False,60_133,65_142,339,77,Decision - Unanimous,3,300,20-Nov-21,Men's Bout,Cody Durden,15.593
Luana Pinheiro,Sam Hughes,9_1_0,5_3_0,False,60_159,53_130,127,19,Decision - Unanimous,3,300,20-Nov-21,Women's Bout,Luana Pinheiro,23.725
Shayilan Nuerdanbieke,Sean Soriano,36_10_0,14_7_0,False,17_49,35_56,445,105,Decision - Unanimous,3,300,20-Nov-21,Men's Bout,Shayilan Nuerdanbieke,12.372
Ben Rothwell,Marcos Rogerio de Lima,39_13_0,18_8_1,False,2_8,14_24,0,0,KO/TKO,1,32,13-Nov-21,Men's Bout,Marcos Rogerio de Lima,19.442
Miguel Baeza,Khaos Williams,10_1_0,12_2_0,False,31_56,49_131,0,48,KO/TKO,3,62,13-Nov-21,Men's Bout,Khaos Williams,30.96
Sean Woodson,Collin Anglin,8_1_0,8_2_0,False,50_98,8_40,22,13,KO/TKO,1,270,13-Nov-21,Men's Bout,Sean Woodson,26.54
Song Yadong,Julio Arce,17_6_1,17_4_0,False,30_80,13_78,0,0,KO/TKO,2,95,13-Nov-21,Men's Bout,Song Yadong,18.718
Max Holloway,Yair Rodriguez,23_6_0,14_2_0,False,230_404,159_352,409,80,Decision - Unanimous,5,300,13-Nov-21,Men's Bout,Max Holloway,22.833
Felicia Spencer,Leah Letson,8_3_0,5_2_0,False,56_78,17_36,718,61,KO/TKO,3,265,13-Nov-21,Women's Bout,Felicia Spencer,13.319
Thiago Moises,Joel Alvarez,15_6_0,18_2_0,False,11_24,44_73,0,2,KO/TKO,1,181,13-Nov-21,Men's Bout,Joel Alvarez,27.256
Cynthia Calvillo,Andrea Lee,9_3_1,12_5_0,False,47_154,84_210,39,0,KO/TKO,2,300,13-Nov-21,Women's Bout,Andrea Lee,18.293
Marc Diakiese,Rafael Alves,15_4_0,19_10_0,False,3_13,6_11,3,0,Submission,1,108,13-Nov-21,Men's Bout,Rafael Alves,18.623
Cortney Casey,Liana Jojua,9_9_0,8_4_0,False,89_218,34_154,0,93,Decision - Unanimous,3,300,13-Nov-21,Women's Bout,Cortney Casey,17.804
Kennedy Nzechukwu,Da Woon Jung,9_1_0,14_3_1,False,6_18,16_49,0,0,KO/TKO,1,184,13-Nov-21,Men's Bout,Da Woon Jung,25.967
Alex Pereira,Andreas Michailidis,4_1_0,13_4_0,False,11_18,3_11,4,239,KO/TKO,2,18,6-Nov-21,Men's Bout,Alex Pereira,15.622
Justin Gaethje,Michael Chandler,22_3_0,22_6_0,False,116_183,103_245,97,3,Decision - Unanimous,3,300,6-Nov-21,Men's Bout,Justin Gaethje,25.423
Frankie Edgar,Marlon Vera,23_9_1,17_7_1,False,94_155,88_164,265,1,KO/TKO,3,230,6-Nov-21,Men's Bout,Marlon Vera,20.112
Kamaru Usman,Colby Covington,19_2_0,16_2_0,True,123_293,107_281,76,114,Decision - Unanimous,5,300,6-Nov-21,Men's Title Bout,Kamaru Usman,56.45
Rose Namajunas,Zhang Weili,11_5_0,21_2_0,True,86_168,83_173,420,217,Decision - Split,5,300,6-Nov-21,Women's Title Bout,Rose Namajunas,50.314
Shane Burgos,Billy Quarantillo,13_3_0,16_3_0,False,193_288,164_349,146,129,Decision - Unanimous,3,300,6-Nov-21,Men's Bout,Shane Burgos,23.824
Al Iaquinta,Bobby Green,14_6_1,28_12_1,False,10_30,28_40,0,15,KO/TKO,1,145,6-Nov-21,Men's Bout,Bobby Green,19.588
Phil Hawes,Chris Curtis,11_2_0,26_8_0,False,48_90,21_36,0,3,KO/TKO,1,267,6-Nov-21,Men's Bout,Chris Curtis,27.131
Edmen Shahbazyan,Nassourdine Imavov,11_2_0,10_3_0,False,22_35,42_63,154,236,KO/TKO,2,292,6-Nov-21,Men's Bout,Nassourdine Imavov,19.935
Dustin Jacoby,John Allan,15_5_1,13_6_0,False,153_321,77_189,0,0,Decision - Unanimous,3,300,6-Nov-21,Men's Bout,Dustin Jacoby,21.82
CJ Vergara,Ode Osbourne,9_2_1,9_4_0,False,93_165,79_194,161,26,Decision - Unanimous,3,300,6-Nov-21,Men's Bout,Ode Osbourne,22.106
Gian Villante,Chris Barnett,17_13_0,21_7_0,False,30_51,38_70,8,12,KO/TKO,2,143,6-Nov-21,Men's Bout,Chris Barnett,23.85
Melsik Baghdasaryan,Bruno Souza,6_1_0,10_1_0,False,75_124,46_103,10,45,Decision - Unanimous,3,300,6-Nov-21,Men's Bout,Melsik Baghdasaryan,34.001
Ian Garry,Jordan Williams,7_0_0,9_5_0,False,18_28,22_50,37,47,KO/TKO,1,299,6-Nov-21,Men's Bout,Ian Garry,27.438
Islam Makhachev,Dan Hooker,21_1_0,21_10_0,False,2_3,4_13,108,0,Submission,1,145,30-Oct-21,Men's Bout,Islam Makhachev,19.019
Ricardo Ramos,Zubaira Tukhugov,15_4_0,19_5_1,False,68_224,77_181,0,55,Decision - Unanimous,3,300,30-Oct-21,Men's Bout,Zubaira Tukhugov,18.504
Jan Blachowicz,Glover Teixeira,28_8_0,32_7_0,False,28_45,23_39,15,317,Submission,2,182,30-Oct-21,Men's Title Bout,Glover Teixeira,15.383
Petr Yan,Cory Sandhagen,15_2_0,14_3_0,False,149_270,169_445,69,20,Decision - Unanimous,5,300,30-Oct-21,Men's Title Bout,Petr Yan,27.454
Albert Duraev,Roman Kopylov,14_3_0,9_1_0,False,71_140,42_93,333,25,Decision - Unanimous,3,300,30-Oct-21,Men's Bout,Albert Duraev,24.237
Li Jingliang,Khamzat Chimaev,18_6_0,10_0_0,False,0_1,25_25,0,181,Submission,1,196,30-Oct-21,Men's Bout,Khamzat Chimaev,9.045
Alexander Volkov,Marcin Tybura,34_9_0,22_6_0,False,75_139,58_139,120,121,Decision - Unanimous,3,300,30-Oct-21,Men's Bout,Alexander Volkov,18.982
Amanda Ribas,Virna Jandiroba,9_2_0,17_2_0,False,88_233,50_155,43,186,Decision - Unanimous,3,300,30-Oct-21,Women's Bout,Amanda Ribas,23.181
Magomed Ankalaev,Volkan Oezdemir,15_1_0,18_5_0,False,66_108,48_102,105,0,Decision - Unanimous,3,300,30-Oct-21,Men's Bout,Magomed Ankalaev,28.806
Elizeu Zaleski dos Santos,Benoit Saint Denis,22_7_1,10_0_0,False,149_259,67_148,120,115,Decision - Unanimous,3,300,30-Oct-21,Men's Bout,Elizeu Zaleski dos Santos,27.022
Shamil Gamzatov,Michal Oleksiejczuk,14_0_0,16_4_0,False,35_67,32_55,0,3,KO/TKO,1,211,30-Oct-21,Men's Bout,Michal Oleksiejczuk,30.725
Makwan Amirkhani,Lerone Murphy,16_6_0,10_0_1,False,4_6,4_5,245,9,KO/TKO,2,14,30-Oct-21,Men's Bout,Lerone Murphy,20.652
Hu Yaozong,Andre Petroski,3_2_0,6_3_0,False,25_65,72_102,13,579,Submission,3,286,30-Oct-21,Men's Bout,Andre Petroski,12.394
Tagir Ulanbekov,Allan Nascimento,12_1_0,18_5_0,False,18_40,25_37,724,16,Decision - Split,3,300,30-Oct-21,Men's Bout,Tagir Ulanbekov,17.279
Alex Caceres,SeungWoo Choi,18_13_0,11_3_0,False,46_64,33_98,49,15,Submission,2,211,23-Oct-21,Men's Bout,Alex Caceres,22.871
Jessica-Rose Clark,Joselyne Edwards,10_6_0,10_4_0,False,18_27,30_48,700,98,Decision - Unanimous,3,300,23-Oct-21,Women's Bout,Jessica-Rose Clark,13.269
Paulo Costa,Marvin Vettori,13_1_0,17_5_1,False,163_260,190_346,47,207,Decision - Unanimous,5,300,23-Oct-21,Men's Bout,Marvin Vettori,28.737
Grant Dawson,Ricky Glenn,17_2_0,22_7_1,False,24_31,28_41,506,270,Decision - Majority,3,300,23-Oct-21,Men's Bout,,19.368
JunYong Park,Gregory Rodrigues,13_4_0,10_3_0,False,56_109,68_90,29,200,KO/TKO,2,193,23-Oct-21,Men's Bout,Gregory Rodrigues,17.92
Mason Jones,David Onama,10_1_0,8_0_0,False,87_157,90_153,541,11,Decision - Unanimous,3,300,23-Oct-21,Men's Bout,Mason Jones,28.515
Tabatha Ricci,Maria Oliveira,5_2_0,12_4_0,False,62_135,66_178,398,1,Decision - Unanimous,3,300,23-Oct-21,Women's Bout,Tabatha Ricci,15.699
Francisco Trinaldo,Dwight Grant,26_8_0,11_3_0,False,36_70,31_133,285,11,Decision - Split,3,300,23-Oct-21,Men's Bout,Francisco Trinaldo,16.782
Nicolae Negumereanu,Ike Villanueva,10_1_0,18_12_0,False,11_21,7_21,20,0,KO/TKO,1,78,23-Oct-21,Men's Bout,Nicolae Negumereanu,23.975
Khama Worthy,Jai Herbert,16_8_0,10_3_0,False,11_21,24_46,0,5,KO/TKO,1,167,23-Oct-21,Men's Bout,Jai Herbert,23.389
Jamie Pickett,Laureano Staropoli,11_6_0,9_4_0,False,47_96,25_62,157,326,Decision - Unanimous,3,300,23-Oct-21,Men's Bout,Jamie Pickett,14.305
Jeff Molina,Daniel Lacerda,9_2_0,11_1_0,False,47_62,20_25,206,55,KO/TKO,2,46,23-Oct-21,Men's Bout,Jeff Molina,25.263
Jonathan Martinez,Zviad Lazishvili,14_4_0,13_0_0,False,92_188,63_160,0,90,Decision - Unanimous,3,300,23-Oct-21,Men's Bout,Jonathan Martinez,27.598
Livinha Souza,Randa Markos,14_3_0,10_12_1,False,11_27,65_96,211,527,Decision - Unanimous,3,300,23-Oct-21,Women's Bout,Randa Markos,12.104
Andrei Arlovski,Carlos Felipe,31_20_0,11_1_0,False,83_172,73_172,0,82,Decision - Unanimous,3,300,16-Oct-21,Men's Bout,Andrei Arlovski,26.707
Danny Roberts,Ramazan Emeev,17_5_0,20_4_0,False,34_94,40_79,158,177,Decision - Split,3,300,16-Oct-21,Men's Bout,Danny Roberts,16.261
Aspen Ladd,Norma Dumont,9_1_0,6_1_0,False,33_110,65_149,452,107,Decision - Unanimous,5,300,16-Oct-21,Women's Bout,Norma Dumont,24.892
Jim Miller,Erick Gonzalez,32_16_0,14_5_0,False,32_48,14_37,115,62,KO/TKO,2,14,16-Oct-21,Men's Bout,Jim Miller,15.873
