R_fighter                 ,B_fighter                 ,R_record  ,B_record  ,Rematch ,R_KD ,B_KD ,R_SIG_STR. ,B_SIG_STR. ,R_TOTAL_STR. ,B_TOTAL_STR. ,R_TD     ,B_TD     ,R_SUB_ATT ,B_SUB_ATT ,R_CTRL ,B_CTRL ,R_HEAD  ,B_HEAD  ,win_by                  ,last_round ,last_round_time ,Format               ,date      ,Fight_type         ,Winner
Bibulatov Magomed         ,Rogerio Bontorin          ,14_1_0    ,14_1_0    ,False   ,   0 ,   0 ,58_98      ,40_77      ,66_107       ,52_89        ,4 of 8   ,1 of 3   ,        0 ,        2 ,   136 ,   178 ,21_57   ,27_62   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,2-Feb-19  ,Men's Bout         ,Rogerio Bontorin
Ricardo Ramos             ,Said Nurmagomedov         ,12_2_0    ,13_1_0    ,False   ,   0 ,   1 ,2_8        ,17_24      ,2_8          ,17_24        ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     5 ,1_5     ,6_13    ,KO/TKO                  ,         1 ,            148 ,3 Rnd (5-5-5)        ,2-Feb-19  ,Men's Bout         ,Said Nurmagomedov
Joanne Wood               ,Ariane Lipski             ,12_3_0    ,11_3_0    ,False   ,   0 ,   0 ,85_172     ,53_154     ,121_213      ,69_171       ,1 of 3   ,1 of 1   ,        2 ,        0 ,   276 ,   198 ,47_117  ,29_115  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Women's Bout       ,Joanne Wood
Glover Teixeira           ,Karl Roberson             ,27_7_0    ,7_1_0     ,False   ,   0 ,   1 ,6_11       ,24_30      ,20_26        ,29_35        ,1 of 3   ,0 of 0   ,        1 ,        0 ,   106 ,    42 ,6_11    ,22_28   ,Submission              ,         1 ,            201 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Glover Teixeira
Greg Hardy                ,Allen Crowder             ,3_0_0     ,9_3_0     ,False   ,   0 ,   0 ,29_64      ,12_30      ,35_70        ,16_34        ,0 of 0   ,1 of 3   ,        0 ,        1 ,    76 ,   142 ,21_56   ,12_30   ,DQ                      ,         2 ,            148 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Allen Crowder
Henry Cejudo              ,TJ Dillashaw              ,13_2_0    ,17_3_0    ,False   ,   1 ,   0 ,18_23      ,1_3        ,18_23        ,1_3          ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     9 ,17_22   ,0_1     ,KO/TKO                  ,         1 ,             32 ,5 Rnd (5-5-5-5-5)    ,19-Jan-19 ,Men's Title Bout   ,Henry Cejudo
Alexander Hernandez       ,Donald Cerrone            ,10_2_0    ,34_11_0   ,False   ,   0 ,   1 ,49_105     ,80_162     ,54_110       ,81_163       ,0 of 2   ,1 of 1   ,        0 ,        0 ,    22 ,    29 ,20_59   ,58_136  ,KO/TKO                  ,         2 ,            223 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Donald Cerrone
Joseph Benavidez          ,Dustin Ortiz              ,26_5_0    ,19_7_0    ,True    ,   1 ,   0 ,21_50      ,49_87      ,37_72        ,93_136       ,7 of 12  ,3 of 8   ,        0 ,        0 ,   410 ,   183 ,7_30    ,21_54   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Joseph Benavidez
Gregor Gillespie          ,Yancy Medeiros            ,12_0_0    ,15_5_0    ,False   ,   0 ,   0 ,51_71      ,1_12       ,73_95        ,1_12         ,6 of 11  ,0 of 0   ,        0 ,        0 ,   528 ,     7 ,38_58   ,1_11    ,KO/TKO                  ,         2 ,            299 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Gregor Gillespie
Cory Sandhagen            ,Mario Bautista            ,9_1_0     ,6_0_0     ,False   ,   1 ,   0 ,17_54      ,9_30       ,17_55        ,10_32        ,1 of 2   ,1 of 1   ,        2 ,        0 ,    39 ,    54 ,9_43    ,4_22    ,Submission              ,         1 ,            211 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Cory Sandhagen
Paige VanZant             ,Rachael Ostovich          ,7_4_0     ,4_4_0     ,False   ,   0 ,   0 ,17_27      ,10_14      ,38_56        ,13_18        ,0 of 1   ,4 of 4   ,        2 ,        0 ,   272 ,    51 ,13_23   ,7_11    ,Submission              ,         2 ,            110 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Women's Bout       ,Paige VanZant
Alonzo Menifield          ,Vinicius Moreira          ,7_0_0     ,9_1_0     ,False   ,   1 ,   0 ,33_60      ,11_21      ,35_62        ,12_22        ,0 of 0   ,0 of 4   ,        0 ,        0 ,    29 ,    80 ,32_59   ,0_6     ,KO/TKO                  ,         1 ,            236 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Alonzo Menifield
Kyle Stewart              ,Chance Rencountre         ,11_1_0    ,12_3_0    ,False   ,   0 ,   0 ,2_11       ,6_9        ,2_11         ,13_22        ,0 of 0   ,2 of 3   ,        0 ,        1 ,     0 ,   119 ,0_9     ,5_8     ,Submission              ,         1 ,            145 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Chance Rencountre
Belal Muhammad            ,Geoff Neal                ,14_2_0    ,10_2_0    ,False   ,   0 ,   2 ,63_204     ,71_190     ,64_205       ,71_190       ,0 of 7   ,0 of 0   ,        0 ,        0 ,    23 ,    57 ,39_163  ,61_178  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Geoff Neal
Dennis Bermudez           ,Te Edwards                ,16_9_0    ,6_2_0     ,False   ,   0 ,   1 ,63_122     ,23_56      ,83_147       ,24_57        ,5 of 9   ,0 of 0   ,        2 ,        0 ,    42 ,   522 ,42_96   ,16_46   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-Jan-19 ,Men's Bout         ,Dennis Bermudez
Jon Jones                 ,Alexander Gustafsson      ,22_1_0    ,18_4_0    ,True    ,   0 ,   0 ,59_102     ,22_83      ,63_106       ,24_85        ,1 of 5   ,0 of 0   ,        0 ,        0 ,    89 ,     0 ,26_52   ,12_62   ,KO/TKO                  ,         3 ,            122 ,5 Rnd (5-5-5-5-5)    ,29-Dec-18 ,Men's Title Bout   ,Jon Jones
Carlos Condit             ,Michael Chiesa            ,30_12_0   ,14_4_0    ,False   ,   0 ,   0 ,5_24       ,10_22      ,20_39        ,16_33        ,0 of 0   ,4 of 5   ,        1 ,        1 ,    18 ,   252 ,2_18    ,8_20    ,Submission              ,         2 ,             56 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Michael Chiesa
Cristiane Justino         ,Amanda Nunes              ,20_1_0    ,16_4_0    ,False   ,   0 ,   2 ,3_15       ,13_21      ,3_15         ,13_21        ,0 of 1   ,0 of 0   ,        0 ,        0 ,     0 ,     1 ,1_12    ,12_20   ,KO/TKO                  ,         1 ,             51 ,5 Rnd (5-5-5-5-5)    ,29-Dec-18 ,Women's Title Bout ,Amanda Nunes
Ilir Latifi               ,Corey Anderson            ,15_5_0    ,12_4_0    ,False   ,   0 ,   0 ,33_78      ,40_121     ,34_79        ,45_127       ,0 of 4   ,0 of 4   ,        0 ,        0 ,    46 ,    23 ,23_66   ,24_93   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Corey Anderson
Douglas Silva de Andrade  ,Petr Yan                  ,25_2_0    ,10_1_0    ,False   ,   0 ,   0 ,28_77      ,76_118     ,28_77        ,101_145      ,0 of 1   ,3 of 4   ,        0 ,        1 ,     0 ,   217 ,13_44   ,49_86   ,KO/TKO                  ,         2 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Petr Yan
Andrei Arlovski           ,Walt Harris               ,25_2_0    ,10_1_0    ,False   ,   0 ,   0 ,44_93      ,24_93      ,48_97        ,26_95        ,0 of 1   ,1 of 3   ,        0 ,        0 ,     9 ,    34 ,20_60   ,13_72   ,Overturned              ,         3 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,
Chad Mendes               ,Alexander Volkanovski     ,18_4_0    ,18_2_0    ,False   ,   1 ,   1 ,28_51      ,54_124     ,28_51        ,54_124       ,3 of 4   ,0 of 0   ,        0 ,        0 ,    45 ,     8 ,16_37   ,36_91   ,KO/TKO                  ,         2 ,            254 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Alexander Volkanovski
BJ Penn                   ,Ryan Hall                 ,16_12_2   ,6_1_0     ,False   ,   0 ,   0 ,3_8        ,6_15       ,8_15         ,8_19         ,0 of 0   ,0 of 0   ,        0 ,        1 ,    94 ,     0 ,1_5     ,0_7     ,Submission              ,         1 ,            166 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Ryan Hall
Cat Zingano               ,Megan Anderson            ,10_3_0    ,8_3_0     ,False   ,   0 ,   0 ,3_6        ,3_9        ,3_6          ,3_9          ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     0 ,0_1     ,2_8     ,KO/TKO                  ,         1 ,             61 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Women's Bout       ,Megan Anderson
Nathaniel Wood            ,Andre Ewell               ,14_4_0    ,14_4_0    ,False   ,   1 ,   0 ,61_114     ,15_58      ,171_234      ,18_62        ,2 of 3   ,0 of 0   ,        1 ,        0 ,   515 ,     0 ,32_71   ,10_43   ,Submission              ,         3 ,            252 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Nathaniel Wood
Uriah Hall                ,Bevon Lewis               ,14_9_0    ,6_0_0     ,False   ,   1 ,   0 ,39_88      ,68_157     ,42_91        ,77_168       ,0 of 0   ,0 of 0   ,        0 ,        0 ,     1 ,   129 ,13_48   ,27_100  ,KO/TKO                  ,         3 ,             92 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Uriah Hall
Curtis Millender          ,Siyar Bahadurzada         ,16_3_0    ,24_6_1    ,False   ,   0 ,   0 ,89_165     ,40_121     ,91_167       ,65_149       ,0 of 0   ,3 of 7   ,        0 ,        0 ,    17 ,   194 ,59_112  ,30_98   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Curtis Millender
Brian Kelleher            ,Montel Jackson            ,19_9_0    ,6_1_0     ,False   ,   0 ,   0 ,6_10       ,10_16      ,6_10         ,16_27        ,0 of 1   ,0 of 0   ,        0 ,        1 ,     5 ,    16 ,0_3     ,6_11    ,Submission              ,         1 ,            100 ,3 Rnd (5-5-5)        ,29-Dec-18 ,Men's Bout         ,Montel Jackson
Edson Barboza             ,Dan Hooker                ,20_6_0    ,17_7_0    ,False   ,   1 ,   0 ,126_226    ,81_204     ,127_227      ,111_234      ,0 of 1   ,0 of 1   ,        0 ,        0 ,   103 ,     5 ,71_160  ,59_161  ,KO/TKO                  ,         3 ,            139 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Edson Barboza
Zak Ottow                 ,Dwight Grant              ,16_6_0    ,8_1_0     ,False   ,   0 ,   0 ,14_71      ,25_84      ,22_82        ,33_93        ,1 of 6   ,1 of 1   ,        0 ,        0 ,   174 ,    20 ,5_53    ,15_71   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Zak Ottow
Gerald Meerschaert        ,Jack Hermansson           ,29_9_0    ,17_4_0    ,False   ,   0 ,   0 ,1_2        ,41_59      ,1_2          ,53_73        ,0 of 2   ,1 of 2   ,        0 ,        1 ,    15 ,   238 ,0_1     ,37_54   ,Submission              ,         1 ,            265 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Jack Hermansson
Jim Miller                ,Charles Oliveira          ,29_12_0   ,24_8_0    ,True    ,   0 ,   0 ,1_2        ,0_1        ,1_2          ,1_2          ,0 of 0   ,1 of 1   ,        0 ,        1 ,     0 ,    47 ,0_1     ,0_0     ,Submission              ,         1 ,             75 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Charles Oliveira
Jared Gordon              ,Joaquim Silva             ,15_2_0    ,10_2_0    ,False   ,   0 ,   0 ,116_194    ,95_191     ,149_228      ,121_218      ,3 of 8   ,1 of 1   ,        0 ,        2 ,   265 ,    39 ,94_166  ,54_138  ,KO/TKO                  ,         3 ,            159 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Joaquim Silva
Kevin Lee                 ,Al Iaquinta               ,17_3_0    ,13_4_1    ,True    ,   0 ,   0 ,102_296    ,111_228    ,121_319      ,113_230      ,3 of 5   ,0 of 7   ,        0 ,        0 ,   325 ,    14 ,80_267  ,82_189  ,Decision - Unanimous    ,         5 ,            300 ,5 Rnd (5-5-5-5-5)    ,15-Dec-18 ,Men's Bout         ,Al Iaquinta
Bobby Green               ,Drakkar Klose             ,25_8_1    ,9_1_1     ,False   ,   0 ,   0 ,92_154     ,58_131     ,110_176      ,69_143       ,1 of 4   ,0 of 6   ,        1 ,        0 ,   221 ,    55 ,39_91   ,26_89   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Drakkar Klose
Dan Ige                   ,Jordan Griffin            ,9_3_0     ,17_5_0    ,False   ,   0 ,   0 ,56_107     ,56_107     ,86_144       ,71_123       ,3 of 7   ,0 of 2   ,        0 ,        1 ,   413 ,   240 ,46_95   ,49_100  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Dan Ige
Trevor Smith              ,Zak Cummings              ,15_8_0    ,21_6_0    ,False   ,   0 ,   1 ,54_103     ,56_139     ,73_128       ,63_147       ,0 of 0   ,0 of 5   ,        0 ,        0 ,   126 ,   125 ,42_85   ,30_108  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Zak Cummings
Adam Milstead             ,Mike Rodriguez            ,8_3_0     ,9_3_0     ,False   ,   0 ,   2 ,10_21      ,35_42      ,22_34        ,44_53        ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,   112 ,5_16    ,25_30   ,KO/TKO                  ,         1 ,            179 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Mike Rodriguez
Rob Font                  ,Sergio Pettis             ,15_4_0    ,17_4_0    ,False   ,   0 ,   0 ,111_247    ,71_185     ,118_255      ,88_206       ,2 of 4   ,1 of 2   ,        1 ,        0 ,   291 ,    16 ,79_212  ,53_165  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Rob Font
Chris de la Rocha         ,Juan Adams                ,5_2_0     ,4_0_0     ,False   ,   0 ,   0 ,41_76      ,86_144     ,46_81        ,121_180      ,1 of 2   ,2 of 2   ,        0 ,        0 ,    59 ,   276 ,30_64   ,74_131  ,KO/TKO                  ,         3 ,             58 ,3 Rnd (5-5-5)        ,15-Dec-18 ,Men's Bout         ,Juan Adams
Alex Oliveira             ,Gunnar Nelson             ,20_5_1    ,16_3_1    ,False   ,   0 ,   0 ,36_49      ,11_11      ,52_69        ,20_20        ,0 of 2   ,2 of 5   ,        0 ,        1 ,   186 ,   282 ,27_40   ,10_10   ,Submission              ,         2 ,            257 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Gunnar Nelson
Olivier Aubin-Mercier     ,Gilbert Burns             ,11_3_0    ,13_3_0    ,False   ,   0 ,   1 ,40_96      ,76_143     ,42_98        ,120_190      ,0 of 0   ,3 of 7   ,        0 ,        0 ,    51 ,   377 ,35_88   ,57_121  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Gilbert Burns
Max Holloway              ,Brian Ortega              ,20_3_0    ,14_0_0    ,False   ,   0 ,   0 ,290_490    ,110_292    ,307_507      ,112_294      ,1 of 1   ,2 of 11  ,        0 ,        0 ,    16 ,   145 ,244_430 ,87_267  ,TKO - Doctor's Stoppage ,         4 ,            300 ,5 Rnd (5-5-5-5-5)    ,8-Dec-18  ,Men's Title Bout   ,Max Holloway
Jimi Manuwa               ,Thiago Santos             ,17_4_0    ,19_6_0    ,False   ,   0 ,   2 ,27_42      ,42_74      ,30_45        ,65_97        ,0 of 2   ,1 of 3   ,        0 ,        0 ,   145 ,    80 ,15_30   ,27_58   ,KO/TKO                  ,         2 ,             41 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Thiago Santos
Katlyn Chookagian         ,Jessica Eye               ,11_1_0    ,13_6_0    ,False   ,   0 ,   0 ,65_201     ,81_190     ,70_207       ,83_192       ,0 of 0   ,0 of 3   ,        0 ,        0 ,    50 ,    20 ,51_180  ,39_127  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Women's Bout       ,Jessica Eye
Valentina Shevchenko      ,Joanna Jedrzejczyk        ,15_3_1    ,15_2_0    ,False   ,   0 ,   0 ,89_191     ,78_250     ,118_223      ,124_300      ,5 of 14  ,0 of 0   ,        0 ,        0 ,   494 ,    17 ,50_135  ,12_133  ,Decision - Unanimous    ,         5 ,            300 ,5 Rnd (5-5-5-5-5)    ,8-Dec-18  ,Women's Title Bout ,Valentina Shevchenko
Claudia Gadelha           ,Nina Nunes                ,16_3_0    ,9_5_0     ,False   ,   0 ,   0 ,49_112     ,96_211     ,85_149       ,123_238      ,2 of 10  ,0 of 0   ,        0 ,        0 ,   200 ,     0 ,45_106  ,62_173  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Women's Bout       ,Nina Nunes
Hakeem Dawodu             ,Kyle Bochniak             ,8_1_1     ,8_3_0     ,False   ,   0 ,   0 ,103_212    ,42_109     ,103_212      ,47_114       ,0 of 0   ,2 of 12  ,        0 ,        0 ,     2 ,   111 ,51_146  ,27_79   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Hakeem Dawodu
Elias Theodorou           ,Eryk Anders               ,15_2_0    ,11_2_0    ,False   ,   0 ,   1 ,92_211     ,65_133     ,102_221      ,66_134       ,0 of 3   ,0 of 1   ,        0 ,        0 ,    36 ,    23 ,31_127  ,54_116  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Elias Theodorou
Brad Katona               ,Matthew Lopez             ,13_0_0    ,10_3_0    ,False   ,   0 ,   0 ,76_158     ,69_142     ,86_170       ,79_155       ,0 of 3   ,4 of 6   ,        0 ,        1 ,    13 ,    55 ,40_106  ,41_99   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Brad Katona
Chad Laprise              ,Dhiego Lima               ,13_3_0    ,14_7_0    ,False   ,   0 ,   1 ,8_16       ,5_25       ,8_16         ,5_25         ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     2 ,2_9     ,4_23    ,KO/TKO                  ,         1 ,             97 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Dhiego Lima
Devin Clark               ,Aleksandar Rakic          ,9_2_0     ,10_1_0    ,False   ,   1 ,   1 ,19_31      ,31_45      ,24_36        ,33_47        ,0 of 2   ,0 of 1   ,        0 ,        0 ,    50 ,    66 ,15_26   ,12_24   ,KO/TKO                  ,         1 ,            245 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Aleksandar Rakic
Diego Ferreira            ,Kyle Nelson               ,13_2_0    ,13_1_0    ,False   ,   0 ,   0 ,54_102     ,20_50      ,63_112       ,20_50        ,2 of 4   ,0 of 0   ,        1 ,        0 ,   208 ,    14 ,42_87   ,12_37   ,KO/TKO                  ,         2 ,             83 ,3 Rnd (5-5-5)        ,8-Dec-18  ,Men's Bout         ,Diego Ferreira
Mark Hunt                 ,Justin Willis             ,13_13_1   ,7_1_0     ,False   ,   0 ,   0 ,19_60      ,59_103     ,19_60        ,59_103       ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     0 ,3_37    ,45_84   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Dec-18  ,Men's Bout         ,Justin Willis
Jimmy Crute               ,Paul Craig                ,8_0_0     ,10_2_0    ,False   ,   0 ,   0 ,17_38      ,12_22      ,49_75        ,45_57        ,1 of 1   ,3 of 7   ,        4 ,        0 ,   505 ,   258 ,16_36   ,7_16    ,Submission              ,         3 ,            291 ,3 Rnd (5-5-5)        ,1-Dec-18  ,Men's Bout         ,Jimmy Crute
Wilson Reis               ,Ben Nguyen                ,22_9_0    ,16_7_0    ,False   ,   0 ,   0 ,32_115     ,39_111     ,41_126       ,53_126       ,7 of 17  ,0 of 0   ,        1 ,        0 ,   357 ,    25 ,18_91   ,31_97   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Dec-18  ,Men's Bout         ,Wilson Reis
Yushin Okami              ,Aleksei Kunchenko         ,34_11_0   ,19_0_0    ,False   ,   0 ,   0 ,10_56      ,72_129     ,10_56        ,141_203      ,0 of 15  ,0 of 0   ,        0 ,        0 ,   166 ,    78 ,7_52    ,44_94   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Dec-18  ,Men's Bout         ,Aleksei Kunchenko
